stable_id,niche,business_name,published_business_phone,city,county,state,lead_class,website_state,candidate_website_url,status,first_seen
google_maps:data_id:0x80c2b4af6663f135:0xa6fc5af18e51424c,car-detailers,Auto Detailing,+1-310-363-3414,Torrance,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80dd4b652702b787:0x4ac8fb380a49b410,car-detailers,Cesar's Car Care,+1-310-755-5508,Torrance,Los Angeles,CA,B,functional_with_objective_deficiency,http://www.cesarscarcare.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x6d02c461b9444f13:0xa393393a29390f0a,car-detailers,Darren Details Mobile Auto Spa,+1-424-571-3420,Torrance,Los Angeles,CA,A,third_party_only,https://darrendetails.square.site/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2b53e9b7e9031:0xaeb81644546269dd,car-detailers,Dave’s Mobile Auto Detailing Service,+1-424-237-0495,Torrance,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x418abe58418c6f5d:0xc51cadca1233f5a8,car-detailers,Detailing on Wheels,+1-310-401-0846,Torrance,Los Angeles,CA,A,third_party_only,https://detailing-on-wheels.square.site/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x896ce89326aac857:0xd2afdc2dc46dae62,car-detailers,Done Rite Mobile Car Detailing plus more,+1-310-662-3308,Torrance,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80dd4beb56fcbb0b:0xdf09fff7b4fe4766,car-detailers,Drip Auto Mobile Car Detailing,+1-626-323-8732,Torrance,Los Angeles,CA,B,functional_with_objective_deficiency,https://dripautodetailing.site/,exported_2026-08-16,2026-08-16
google_maps:data_id:0xf1e2465170b2d1d:0x9ea35293211344b0,car-detailers,Endless Auto Care,+1-310-405-4992,Torrance,Los Angeles,CA,NOT_QUALIFIED,functional_no_supported_deficiency,http://www.endlessautocare.com/,discovered,2026-08-16
google_maps:data_id:0x80dd4b972c4ccddd:0x7d74779e63da5134,car-detailers,Exclusive Auto Detail,+1-310-544-2261,Torrance,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80dd4be486db144d:0x5f32155d79b68597,car-detailers,Guardian Angel Car Detailing,+1-747-237-4742,Torrance,Los Angeles,CA,A,broken_or_unreachable,https://guardianangelcardetailing.site/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2b482c8dbe15f:0x54ca6614850e01be,car-detailers,Hermosa Auto Detail & Tint,+1-310-937-1100,Torrance,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x6b027b441c011d79:0x9b8aebf0d70b6334,car-detailers,Integrity Auto Salon - Mobile Ceramic Coating & Car Detailing,+1-323-688-8846,Torrance,Los Angeles,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://integrityautocal.com/,discovered,2026-08-16
google_maps:data_id:0xaf660953a1515f63:0x7a6ccaee7ee5591a,car-detailers,Irv's Mobile Auto Spa,+1-213-785-7599,Torrance,Los Angeles,CA,REVIEW,automated_audit_inconclusive,http://irvsmas.com/,exported_2026-08-17,2026-08-16
google_maps:data_id:0x80c2b5026f6654c3:0x7284d47dac65f3f,car-detailers,LUIS DETAIL,+1-424-224-0996,Torrance,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x8d1fefd7f6111149:0x61d6f0854d5b5233,car-detailers,Larry's auto detailing & corrections,+1-424-610-0646,Torrance,Los Angeles,CA,B,functional_with_objective_deficiency,https://larryoutlaw42.wixsite.com/larrysautodetailin-1,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80dd355fcae62ba1:0xaa2b1a182d8f1e88,car-detailers,Lenchos upholstery,+1-310-748-4534,Torrance,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x6ec96ddf0661e94b:0xe6a6e3ce3b8ede64,car-detailers,NiNu Mobile Detailing,+1-213-320-6468,Torrance,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2b52e11b51e65:0x7e9600fa014ea670,car-detailers,Number 3 Detailing,+1-424-205-4316,Torrance,Los Angeles,CA,REVIEW,automated_audit_inconclusive,http://number3detailing.com/,exported_2026-08-17,2026-08-16
google_maps:data_id:0x80dd370bce3ead97:0xeb030454c7ed7251,car-detailers,PURCLEAN MOBILE AUTO WASH & DETAILING,+1-323-835-7536,Torrance,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2b487bd1547b9:0x35d2d39d788930d,car-detailers,Pacific Auto Cleaning,+1-310-376-3965,Torrance,Los Angeles,CA,A,third_party_only,https://www.facebook.com/pages/Pacific-Auto-Cleaning/166370510056400,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2b3391a4e76bd:0xed6b18edcc4a1a2b,car-detailers,Peter Rabbits Mobile Detailing,+1-626-268-3638,Torrance,Los Angeles,CA,A,broken_or_unreachable,https://cardetailforyou.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x2792505ea8539113:0x72536b3f0ccedf81,car-detailers,PrimeLux detailing,+1-562-541-4733,Torrance,Los Angeles,CA,B,functional_with_objective_deficiency,https://www.velour-auto-spa.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2b52ca98ad16b:0x175574b80df1338c,car-detailers,Prolific Auto Detail,+1-310-748-2704,Torrance,Kern,CA,A,broken_or_unreachable,http://prolificautodetail.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80dd4b5f9951501f:0xea221e17db32587,car-detailers,REDONDO RIVIERA DETAILING LLC,+1-310-765-0739,Torrance,Los Angeles,CA,B,functional_with_objective_deficiency,https://rrautodetailing.com/,discovered,2026-08-16
google_maps:data_id:0x80c2b68573cbf8f9:0xf47e94f83cf50d5,car-detailers,S & W Mobile Detail,+1-323-331-0834,Torrance,Los Angeles,CA,NOT_QUALIFIED,functional_no_supported_deficiency,http://snwmobiledetail.com/,discovered,2026-08-16
google_maps:data_id:0x6603099d74889d:0x1b76a4c4aa582681,car-detailers,Scratch Mobile Polishing,+1-818-836-1757,Torrance,Orange,CA,A,no_website_link_listed,https://instagram.com/scratchpolishing,discovered,2026-08-16
google_maps:data_id:0x6a0bd5769c235459:0x2906b8401c955464,car-detailers,Scratch Mobile Polishing,+1-818-836-1757,Torrance,Los Angeles,CA,A,third_party_only,https://instagram.com/scratchpolishing,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2b52e2aaca711:0xc9044304eff52c90,car-detailers,South Bay shine mobile detailing,+1-310-702-1789,Torrance,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0xada45c07f6733fd7:0x190c51863331f39a,car-detailers,Supreme Shine Mobile Detailing,+1-310-806-2138,Torrance,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0xd72d350066c51c5:0x4c80ec425cbc2d15,car-detailers,TRY OUR DETAIL,+1-310-308-5590,Torrance,Los Angeles,CA,A,broken_or_unreachable,http://www.tryourdetail.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2b4c90870ac15:0xa4457461d52eb4ed,car-detailers,The Gloss Factory Mobile Detail and Window Tint,+1-562-277-1648,Torrance,Los Angeles,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://theglossfactorycarcare.com/,discovered,2026-08-16
google_maps:data_id:0xa62ef5b6d575c34d:0x67a95c85219ab891,car-detailers,UC Mobile Detailing,+1-424-677-0267,Torrance,Los Angeles,CA,A,broken_or_unreachable,https://ucdetailers.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80dd4ab4ee85c297:0x44de1f20951932fc,car-detailers,Westside Group,+1-310-328-9500,Torrance,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80dd4b482d9db54d:0x885856a3dd905e72,car-detailers,Yeshayah Luxury Detail,+1-805-889-2134,Torrance,Los Angeles,CA,B,functional_with_objective_deficiency,https://www.yeshayahluxurydetail.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80dd4b9dfa0979d3:0x664c2c637f4dfeb1,car-detailers,sb.autoshine,+1-310-803-3001,Torrance,Los Angeles,CA,A,third_party_only,https://www.instagram.com/sb.autoshine?igsh=NTc4MTIwNjQ2YQ==&utm_source=qr,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2d7f4348f3c63:0x13efcb0f25e85c9c,car-detailers,3B auto detailing supplies,+1-626-542-5471,West Covina,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2d78fa556865d:0x8d9d61c508d1d258,car-detailers,Allstar Auto Prestige,+1-626-626-3759,West Covina,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c3296d00e23b0d:0x603c39abd2086732,car-detailers,Atlas Auto Detailing,+1-626-755-1000,West Covina,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x25fb6ae89e60a539:0x691f6eb71c8cbf61,car-detailers,B Mobile Details,+1-626-747-6833,West Covina,Orange,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2d765d1109659:0x6a508e963654d6d4,car-detailers,Black Label Auto Pros Detailing,+1-626-419-5733,West Covina,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2c7d7e63dfe45:0x4966f00e17e4a4e7,car-detailers,CLEAN IMAGE MOBILE | EXPERT AUTO DETAILING | WE COME TO YOU,+1-877-215-1644,West Covina,Los Angeles,CA,NOT_QUALIFIED,functional_no_supported_deficiency,http://www.cleanimage101.com/,discovered,2026-08-16
google_maps:data_id:0x80c3270058ce62a5:0xecb83ef74b1687cb,car-detailers,CRUZ Mobile Carwash & Detailing,+1-909-263-7596,West Covina,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x879e9c0686ae47d3:0xc1106c78f5295754,car-detailers,Casimiro Mobile Auto Care,+1-714-697-0017,West Covina,Fresno,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c3291511938d83:0x46e685169e3b2a6d,car-detailers,Covina Mobile Detail,+1-909-766-6387,West Covina,Los Angeles,CA,B,functional_with_objective_deficiency,https://krispykleanmobiledetailing.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c329fc693de8c9:0xe6849787e18653a9,car-detailers,Detail Hub Car Care Products,+1-626-373-8442,West Covina,Los Angeles,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://thedetailhub.net/,discovered,2026-08-16
google_maps:data_id:0x80c32910da12a2ad:0xbad2ba91b7208096,car-detailers,Detail Labs,+1-626-434-6314,West Covina,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c328688fc8ff15:0x4b1d914617a0394e,car-detailers,Detail and Tint Co.,+1-626-915-0785,West Covina,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x4c6084d16bb915d1:0xd229ebe36095b6fd,car-detailers,E&J Luxury Auto Detailing,+1-626-931-6806,West Covina,Riverside,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c3298301c1dab5:0x3cd0d20e025062a2,car-detailers,Eddie's auto detailing,+1-626-435-6918,West Covina,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x6eae5cbfef1e29ab:0x6e302aff328fa350,car-detailers,Elite Mobile Detailing,+1-626-367-4643,West Covina,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c329974b3143dd:0x134c4f41ad29f3d8,car-detailers,Finish-Line Car Detailing Covina,+1-626-508-7835,West Covina,Los Angeles,CA,B,functional_with_objective_deficiency,http://finishlinedetails.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x89c04a2c235d906d:0x7df004db39800eca,car-detailers,Flawless Mobile Detailing,+1-626-808-7476,West Covina,Los Angeles,CA,A,no_website_link_listed,http://flawlessautosolutions.net/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x8fac45fd6237370d:0x48ec11eab2d1d8b5,car-detailers,Gibby's Mobile Auto Detailing detailing,+1-626-290-2229,West Covina,Fresno,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c329226b82da63:0xb3d60c8caaf3e206,car-detailers,Highend Mobile Detail,+1-626-257-8045,West Covina,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x6a96282a21059a89:0xd510879bbe501ece,car-detailers,Hurricane Detailing,+1-909-962-8446,West Covina,Los Angeles,CA,NOT_QUALIFIED,functional_no_supported_deficiency,https://hurricanedetailing.com/,discovered,2026-08-16
google_maps:data_id:0x80c3293fa7779477:0x859c1ef8cce33cba,car-detailers,Jarelle Details,+1-626-646-8340,West Covina,Los Angeles,CA,A,broken_or_unreachable,https://www.jarelleintl.com/home,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c329b938ab58d1:0xe498824d6a30659d,car-detailers,Knights in Shining Auto LLC Mobile Detailing Services,+1-818-481-2057,West Covina,Los Angeles,CA,B,functional_with_objective_deficiency,https://kisallc-115.my.canva.site/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x4a7c3cc0116954af:0x78a4f0aa284361f0,car-detailers,MC Auto Aesthetics,+1-844-430-0875,West Covina,Orange,CA,A,broken_or_unreachable,https://mcautoaesthetics.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2d700472679f7:0x336771fa9c85984a,car-detailers,Marks Auto Detailing,+1-917-341-6055,West Covina,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x483780f841afa487:0xdf849d2c09bec685,car-detailers,Mobile Car Wash N Detailing,+1-626-641-3615,West Covina,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x70f7aa6f9a754a5:0x674123bcf12064e3,car-detailers,Nomadik Mobile Detail,+1-626-541-7137,West Covina,Orange,CA,A,third_party_only,https://www.instagram.com/nomadikmobiledetail/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2d7dc64ff4c7d:0xd235c5c9abe35e20,car-detailers,ODA Auto-Styling and Transportation,+1-626-732-7338,West Covina,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0xa1c856381e2a9efd:0x18a365f8d8af610d,car-detailers,Royal Auto Detailing,+1-626-591-7598,West Covina,Los Angeles,CA,A,third_party_only,https://www.instagram.com/royaldetailin?igsh=NTc4MTIwNjQ2YQ==&utm_source=qr,exported_2026-08-16,2026-08-16
google_maps:data_id:0x656c6554b2fc9619:0x67d45c57c3dd0226,car-detailers,SGV Mobile Detail,+1-626-949-0681,West Covina,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x6147529555e646dd:0x58a2e697c0bde0f6,car-detailers,SGV Mobile Detail,+1-626-949-0681,West Covina,Los Angeles,CA,A,no_website_link_listed,,discovered,2026-08-16
google_maps:data_id:0x80c3291b8073d825:0x79d26ff78b1db6e5,car-detailers,SYA Mobile Detailing,+1-626-733-3978,West Covina,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x6fb4ecd6652502c1:0xe2037dc07139729b,car-detailers,Shine Boxx Auto Detailing,+1-626-206-4669,West Covina,Los Angeles,CA,NOT_QUALIFIED,functional_no_supported_deficiency,http://www.shineboxxdetailing.com/,discovered,2026-08-16
google_maps:data_id:0x2fc2d52c98b21551:0xabd2041476a83dec,car-detailers,Shiny Detailing Car Dealing,+1-626-838-4973,West Covina,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x86d785b83e830f53:0xfd9f69b2c36c5810,car-detailers,Sho-time mobile detailing,+1-562-844-6456,West Covina,Los Angeles,CA,A,no_website_link_listed,,discovered,2026-08-16
google_maps:data_id:0x6eb275da3351caaf:0xf12d034c4b18dd89,car-detailers,Socal Mobile Detailerz,+1-626-975-8964,West Covina,San Bernardino,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x8b2d63c46ff32f4d:0xda4f1cb764f7df17,car-detailers,Steven's Auto Detailing,+1-626-558-0328,West Covina,Los Angeles,CA,A,third_party_only,https://linktr.ee/stevensautodetailing?fbclid=PAZXh0bgNhZW0CMTEAAacjzwzDyBJG4uYePBegMEO--IqBnifDFbfG67siiC_ArG4ovsoUJ7dt2dQf_A_aem_r4fFBfjqQWRPu9OuQGrDsA,exported_2026-08-16,2026-08-16
google_maps:data_id:0x69219622f60095eb:0xb6f3e35584967d6a,car-detailers,The Detail Lab,+1-626-624-9170,West Covina,Los Angeles,CA,REVIEW,automated_audit_inconclusive,https://thedetaillab113.wixsite.com/booking?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAdGRleARBD1JleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae0SoL6aIbKaTiqYS1FM8z1c61IQ7fpvM0jV2ZIjHvHy6e8wohYpvMmfAD1UQ_aem_7qYfNKILK4uzzp7q00uEMg,exported_2026-08-17,2026-08-16
google_maps:data_id:0x80c3295def244d01:0x4cd2168c5a418c92,car-detailers,Willy The Detailer - Auto Detaling Services,+1-626-671-1947,West Covina,Los Angeles,CA,REVIEW,automated_audit_inconclusive,http://www.willythedetailer.com/,exported_2026-08-17,2026-08-16
google_maps:data_id:0x627fe610a5e03d33:0x8c335665be90340f,car-detailers,Xtreme Auto Detailing,+1-626-533-4163,West Covina,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x889b5158f9c4e9a3:0x8227a5d9f2255f72,car-detailers,soaperiordetailing,+1-626-374-0158,West Covina,Los Angeles,CA,B,functional_with_objective_deficiency,https://soaperiordetailing.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2d4d9ea00869f:0x108d4ed0434eddfa,car-detailers,A Touch of Class Mobile Auto Detailing,+1-562-587-9317,Whittier,Orange,CA,B,functional_with_objective_deficiency,http://atouchofclassmobileautodetailing.weebly.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2d544ffd84da9:0x2ccf79241b16e5a0,car-detailers,Andres Auto Detailing,+1-714-814-5852,Whittier,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x45901d23a8423cff:0x4d6cb225bcd211d7,car-detailers,Andy Exclusive Detail,+1-747-350-7776,Whittier,Los Angeles,CA,B,functional_with_objective_deficiency,http://andyexclusivedetail.github.io/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2d7bb77a065e3:0x80b531e94fd7b3a6,car-detailers,Bubble Boss Auto Detailing,+1-562-703-7110,Whittier,Los Angeles,CA,B,functional_with_objective_deficiency,https://bubblebosscardetailing.site/,exported_2026-08-16,2026-08-16
google_maps:data_id:0xa69c2242fda9d22f:0x3888e2a8f86d7066,car-detailers,Cruz Mobile Auto Detail,+1-562-641-1647,Whittier,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x63fba4cd904c4c15:0x8ca0d3351f21fdf2,car-detailers,D.A. Detailing,+1-562-332-4921,Whittier,Los Angeles,CA,A,broken_or_unreachable,http://www.d.a.detailing.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x301910d09650125:0x7434b92ec4c14e08,car-detailers,DT Mobile Auto Detailing,+1-626-295-9426,Whittier,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c333228188ae6f:0x7d7c3b2fcc18a14,car-detailers,Descendants Mobile Detailing,+1-520-535-6734,Whittier,Orange,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0xa4bdcbc99d96abcd:0x6a6901eee65ff4a6,car-detailers,Elite Reflections Automotive Detail,+1-669-271-2949,Whittier,Fresno,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x6d44393e250bde1d:0xdf80f16b226886b0,car-detailers,Epik Details,+1-562-351-9978,Whittier,Orange,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x4d79ffc6e24936e5:0xa92d6fce40c5f826,car-detailers,Finest Care Auto Detailing,+1-323-806-1056,Whittier,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x25aad4129686f62b:0xba911fd3f0608ff0,car-detailers,GG Detail,+1-562-309-5464,Whittier,Orange,CA,NOT_QUALIFIED,functional_no_supported_deficiency,http://ggmobiledetail.com/,discovered,2026-08-16
google_maps:data_id:0x80c2d11df1702c65:0x529168ff6d3dad63,car-detailers,Izzy's Auto Detailing,+1-310-795-0650,Whittier,Los Angeles,CA,NOT_QUALIFIED,functional_no_supported_deficiency,http://izzysautodetailing.com/,discovered,2026-08-16
google_maps:data_id:0xad09391e63f3095d:0x8be2540434685880,car-detailers,JR’s Mobile Car Detailing,+1-562-324-7705,Whittier,Orange,CA,B,functional_with_objective_deficiency,https://jrsmobilecardetailing.com/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x654d32c8ee048041:0xdc43190216eacb4b,car-detailers,Jc Car Details,+1-562-469-2051,Whittier,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x87edb394fd4014af:0xe6815ab57bfc13f0,car-detailers,Jim’s Mobile Detail,+1-562-616-3933,Whittier,Los Angeles,CA,B,functional_with_objective_deficiency,https://orbisx.ca/app/vcard/VSVZH/Jim&rsquo;s+Car+Care,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2d368bb980db5:0xe9f16ff5109e6ea4,car-detailers,KDetails,+1-562-686-9594,Whittier,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2d32f6d9b9491:0x2a21c7ec8312b536,car-detailers,Luxury Car Detailing,+1-209-208-7799,Whittier,Los Angeles,CA,B,functional_with_objective_deficiency,https://luxuryautodetailing.site/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x671941094741729f:0xadcadcd34b222573,car-detailers,MVUS Mobile Detailing,+1-213-245-7026,Whittier,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x4cfe43022e7e6c33:0x901a1ba9cc6ca7be,car-detailers,Mark's Mobile Detail,+1-951-637-4400,Whittier,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2d39411946edf:0xd054f699ed304de2,car-detailers,Max Auto Detailing,+1-562-696-6395,Whittier,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x6f33a1d80ce42a59:0x2426612b5514765b,car-detailers,Miller Auto Detailing,+1-714-759-4330,Whittier,Los Angeles,CA,A,broken_or_unreachable,https://madwash.shop/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x44984c4d0c67189:0x2c3f85b44b73d974,car-detailers,N.S. AUTO DETAILING CO.,+1-562-271-6300,Whittier,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2d3c5f9081719:0x2811688d02656945,car-detailers,Opulence Detailing,+1-626-224-6290,Whittier,Los Angeles,CA,A,third_party_only,https://opulence-detail.square.site/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x20d4676dc96cd2f7:0x70b17d7a2974e054,car-detailers,OzzWorldsHandWash,+1-562-703-8569,Whittier,Los Angeles,CA,B,functional_with_objective_deficiency,http://ozworldshandwash.carrd.co/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x4ac197e2e95496bd:0x414257c4cc122094,car-detailers,PJ and Pops Mobile Detailing,+1-562-205-5081,Whittier,Orange,CA,NOT_QUALIFIED,functional_no_supported_deficiency,http://go.pjandpopsmobiledetailing.com/,discovered,2026-08-16
google_maps:data_id:0x6f7a901af51ae7e9:0xceb1d92e5e0b3bc,car-detailers,Pbear's Premium Detailing,+1-909-996-9789,Whittier,Orange,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0xaca2db01aa6202d7:0x34eb441008ca4843,car-detailers,RG Elite Detailing,+1-562-640-2131,Whittier,Orange,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80c2d30b60dd4433:0x3258acc901364ade,car-detailers,RetroRinses,+1-323-879-1935,Whittier,Los Angeles,CA,A,third_party_only,https://www.instagram.com/retrorinses?igsh=NTc4MTIwNjQ2YQ%3D%3D&utm_source=qr,exported_2026-08-16,2026-08-16
google_maps:data_id:0x25f4eb6934ef2417:0x713dbfced8f9753f,car-detailers,Reyes Auto Detail,+1-562-652-2925,Whittier,Orange,CA,REVIEW,automated_audit_inconclusive,https://autodetailreyes.com/,exported_2026-08-17,2026-08-16
google_maps:data_id:0x80c2d17b43d9e62d:0xa396fcde05eaee03,car-detailers,So-Cal Detail,+1-888-479-5043,Whittier,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x69366cfb3eda5b69:0xd807e045705e1834,car-detailers,Super Pitudo Car Detailing,+1-562-368-0671,Whittier,San Bernardino,CA,B,functional_with_objective_deficiency,http://superpitudoluxurydetailing.rf.gd/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x9d30b40d2640cc1:0x95ef3db7e53a9813,car-detailers,Top Tier Auto Detailing,+1-626-271-3475,Whittier,Los Angeles,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x42c034f6403021fd:0x8b44594a39870d64,car-detailers,A.M. Detailing,+1-559-517-0066,Madera,Madera,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x809409c5e0a02093:0x4d0fb6501a32a0e8,car-detailers,All Pro Auto Detailing,+1-559-536-8302,Madera,Madera,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x80940924c75cb5af:0xaa3b17a4dcce52bf,car-detailers,Anthony’s Auto Detail,+1-559-598-2845,Madera,Madera,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x8cd91adc82a8daef:0x130024c3e3ebf5a5,car-detailers,Detailed Sleek,+1-559-507-1710,Madera,Madera,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x4b0b80cd84523923:0x75e736d1f4055316,car-detailers,Essential detailing,+1-831-596-4974,Madera,Madera,CA,B,functional_with_objective_deficiency,https://essential-detailing.netlify.app/,exported_2026-08-16,2026-08-16
google_maps:data_id:0x64589688f7af12d3:0x7f0f4a38c0cac3aa,car-detailers,Fineline Auto Detailing,+1-209-233-0594,Madera,Madera,CA,A,no_website_link_listed,,exported_2026-08-16,2026-08-16
google_maps:data_id:0x4e49cf5b050493ed:0x3887ea20bea3241b,car-detailers,First Pro Auto Detail,+1-559-718-6815,Madera,Fresno,CA,B,functional_with_objective_deficiency,http://firstproautodetail.com/,exported_2026-08-16,2026-08-16
