origin,niche,stable_id,business_name,published_business_phone,candidate_website_url,lead_class,city,county,state,website_state
engine-v2,car-washes,google_maps:data_id:0x80c2b6df62ca1291:0xe7fcd3b99e59575c,Car Cleaning Machine,+1-310-327-8900,,A,Inglewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2b6efbeab4d57:0x11172148a60b65ce,Century Car Wash full service express service and auto detailing,+1-310-674-2266,,A,Inglewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2b52aa5861aa9:0xde2a616789b0acab,Daddy’s mobile detail,+1-310-346-9782,,A,Inglewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2b6908e238655:0x6fb1a19fd16b3633,E-Z Self Services Car Wash,+1-310-219-2160,,A,Inglewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2c95757c6662b:0x4f8d7379bb2a2a5c,E.J M.O.B.I.L.E D.E.T.A.I.L.I.N.G 24 H.R…,+1-323-253-1272,https://www.google.com/gasearch?q=car%20wash&source=sh/x/gs/m2/5#vhid=/g/11wbzj_gc3&vssid=dcptpi,B,Inglewood,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c2b5e634bb7099:0x503158168d246979,Excellent Car Wash & Auto Detailing,+1-323-242-5265,,A,Inglewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2b7e6772f6707:0x996bedc7eb586620,Flores Hand Car Wash,+1-323-299-1930,,A,Inglewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2b636fc877bd1:0xb7b63eecff70f3b1,Flow Wash 100%Hand Car Wash,+1-323-880-8303,,A,Inglewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2b793c9fe1fab:0x7cbf8055bed16518,M&J 100% Hand Car Wash,+1-323-273-3232,,A,Inglewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2b630234223b3:0xa181c78c936ccd00,Magic Car Wash,+1-323-758-5198,,A,Inglewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2b733bbad30ef:0x60688bcecf2f9fc1,Melvin's Mobile Auto Detailing y wash,+1-323-535-5770,http://melautocarcare.weebly.com/,B,Inglewood,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c2b7aaeb74deb7:0xc92ec1fed750eb3,Mr Kleen MOBILE Details,+1-323-229-9897,,A,Inglewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2c93e9d8690e5:0xbf9eb9062d65327b,On point mobile detailing LLC,+1-310-696-3240,,A,Inglewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2b7d3f54dffad:0x9994365be0818e92,Personal Touch Car Wash,+1-323-751-1056,https://www.facebook.com/PTHandCarWash?mibextid=kFxxJD,A,Inglewood,Los Angeles,CA,third_party_only
engine-v2,car-washes,google_maps:data_id:0x80c2b43a130e08cf:0xc22b465ba30b00b0,QuikWash Car Wash - Hawthorne,+1-818-600-6527,http://www.quikwash.co/,B,Inglewood,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c2c9fa13aae243:0x5ff20a535530c527,S.s & jr mobile car wash,+1-310-808-5920,https://www.facebook.com/mobilecarwash.e3,A,Inglewood,Los Angeles,CA,third_party_only
engine-v2,car-washes,google_maps:data_id:0x80c2b6f3fee4a7b5:0x87ab7b4ba16d1f7c,Shine n Brite,+1-310-330-9091,,A,Inglewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2b79c8dae0a61:0x3d9e8e316077cd70,Victor's Carwash,+1-310-654-7670,,A,Inglewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80dd33a47edc0ae3:0xb9df5f987c74e6b0,Ajsdetails,+1-562-794-6436,,A,Lakewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80dd2c199fe6b90b:0x6fdc0b5a863aa2bf,Crescent Car wash,+1-714-761-2800,,A,Lakewood,Orange,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2cca78853dfb1:0x68b81b3ce65ef121,Excellent Car Wash,+1-310-933-8888,,A,Lakewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80dd2dd23120a331:0x89db1c27a8c082c7,Five Star Express Car Wash,+1-562-865-6699,http://fivestarecw.com/,B,Lakewood,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80dd3189baff52c7:0x5bccb5932637e107,Gateway Express Car Wash,+1-562-595-4200,http://www.gatewaycw.com/,B,Lakewood,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80dd337636d3930f:0xf80ae7d8d485968,KnightOwls Mobile Detailing,+1-562-719-4745,,A,Lakewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80dd2d18986b48f1:0xdd8b133a655ffb56,Ledesma & co Multiservice (MoBile),+1-562-538-5127,http://ledesmayco.com/,B,Lakewood,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80dd3329c722fe7d:0xdddbb37a3f95170f,Modern's Coin-Op Car Wash,+1-562-470-6700,,A,Lakewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80dd2c233f189475:0x3228f8c6621d3de4,Paul's Car Wash & Lube Center,+1-714-828-1880,,A,Lakewood,Orange,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80dd2d3befaf0bc3:0x4974e9ac1b1d899d,Pioneer Car Wash,+1-562-868-2300,,A,Lakewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80dd31d6b581549b:0x767e39a2b2fc61ec,West Coast Mobile Detailing,+1-562-972-8979,,A,Lakewood,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c241d0fa23513b:0xfe7c922f9d00db01,661 Mobile Pros,+1-661-492-4434,,A,Lancaster,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x99d6519bca8558f:0x1eb350abd723e943,Alamillo mobile detailing,+1-661-471-5942,,A,Lancaster,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2518e20f117e5:0x1d4bd7bd456b5436,Carlitos Detail,+1-661-992-4231,,A,Lancaster,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2578972713bb3:0x353ac349f31082c3,De Leon's mobile carwash & detailing,+1-323-385-6229,,A,Lancaster,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c25de235ab0aa3:0x6cbfb735047770d2,Its All Green Service's llc,+1-661-403-9814,,A,Lancaster,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0xa0c65ee8ae1dad47:0x10fe2b3e096a99b0,KAD mobile services Car Wssh,+1-661-547-0303,,A,Lancaster,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c25ad2d7db0749:0xf899a79763b17c2e,Monte Vista Car Wash,+1-661-948-3783,,A,Lancaster,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c25bb01d99f4af:0x8639797b9d479704,Neat & Clean Mobile Car Wash LLC,+1-661-494-3487,,A,Lancaster,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0xaad177bf426452af:0xb8f974f780bd1ec7,Uncut Mobile Detailing LLC,+1-661-418-4823,,A,Lancaster,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c25a95c6d18121:0x3f658c90a2a20a29,Vip Car Wash & Car Care Center,+1-661-945-5000,,A,Lancaster,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c25bd7971e0b21:0x8cffa6220dcf095,WetWaxx Mobile Detailing,+1-661-576-0725,,A,Lancaster,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80dd3112f4b7ac7b:0xcbe769b3e48ec87a,$1.00 Car Wash,+1-562-591-4259,,A,Long Beach,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x2d966b55aca2dcbd:0xa8cbbfa3c3bfaf23,Clean Rides Mobile Wash and Detail,+1-312-866-9501,https://www.washyourwhip.com/,A,Long Beach,Orange,CA,broken_or_unreachable
engine-v2,car-washes,google_maps:data_id:0x80dd31ef19adb567:0x274bc65e8437b5ad,Los Altos Carwash,+1-562-597-3111,,A,Long Beach,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0xec523630d7388f3:0x2600ab3daddb6256,RL Mobile Auto Detailing,+1-562-409-4877,,A,Long Beach,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80dd316974b7d063:0xcd32246e38ed0ee8,Tommy's Car Wash,+1-562-983-7102,,A,Long Beach,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2c7d86e1319c3:0x2dbdb898951c17ff,Car Wash & Detail Los Chavalones,+1-323-503-3087,http://www.carwashhere.com/car-wash-detail-los-chavalones-los-angeles-ca/,B,Los Angeles,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x4eb09a56c45ab49f:0xacdd3e07cbecd2a4,EXPRESS MOBILE DETAILING 24HRS,+1-213-340-4213,,A,Los Angeles,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x872d4ec8855898cd:0x980adc5272057ed4,Envelop Auto Car Wash,+1-888-800-0945,http://www.envelopauto.com/,A,Los Angeles,Los Angeles,CA,broken_or_unreachable
engine-v2,car-washes,google_maps:data_id:0x80c2b8e1ec3c1ce9:0x88fc709ef463d260,Expert Car Wash,+1-323-938-1777,https://expertcarwashla.com/,B,Los Angeles,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c2b19376b04dc7:0xf953e7e71a07f374,Fantastic Car Detailing Corp,+1-747-245-4429,https://fantasticcardetailingcorp.site/,A,Los Angeles,Los Angeles,CA,broken_or_unreachable
engine-v2,car-washes,google_maps:data_id:0x80c2ba612af5df95:0xf881f63f74461d0,Handy J Car Wash & Lube,+1-310-398-6211,http://www.handyjcarwash.com/,A,Los Angeles,Los Angeles,CA,broken_or_unreachable
engine-v2,car-washes,google_maps:data_id:0x80c2c9003ad90acf:0x7321d1b239c5d854,Lux Detailing mobile,+1-323-388-1216,,A,Los Angeles,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2c7f2ff03f651:0x2c7497101edd97d2,Luxis Mobile Detailing,+1-310-261-3427,https://www.instagram.com/luxismd?igsh=NTc4MTIwNjQ2YQ==&utm_source=qr,A,Los Angeles,Los Angeles,CA,third_party_only
engine-v2,car-washes,google_maps:data_id:0x80c2b936cf027d59:0xeebb5554bff854da,Majestic Car Wash,+1-323-933-7393,,A,Los Angeles,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2b79a182a1f35:0x7598133218b801a4,NCM CAR WASH,+1-323-295-5503,,A,Los Angeles,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2b9013c038d0f:0xf4a7ced8ba6c8303,Shaw Enterprises,+1-323-965-2275,,A,Los Angeles,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2bb5cb736aa89:0x93083962fa41d100,TYCHE LUXURY MOBILE CARWASH,+1-323-508-7777,,A,Los Angeles,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2bbbbe29e11a5:0x2c4dce3f1f9c5d4,prestige auto detail,+1-323-635-6173,,A,Los Angeles,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2d3e35e90c937:0x58d91b5bddd5c5ba,Danny’s Auto Detailing,+1-562-547-5413,,A,Norwalk,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2d333dac92dbd:0x24d79d17b27f13e8,Detail Vergara - Mobile Car Wash & Detailing,+1-562-662-0204,,A,Norwalk,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2d3004fd47b69:0xaaace3c1db4f45df,G&M Car Wash,+1-562-863-7927,https://www.gmoc.com/,B,Norwalk,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c2d3c04d38ec91:0x7ca66c7ae50c5099,Googie Car Wash,+1-562-464-0000,https://googiecarwash.com/,B,Norwalk,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c2d365d113cbaf:0x2e0b0f5c0f2f6b82,Hanna's Car Wash Tunnel,+1-562-941-7228,,A,Norwalk,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2d3d6871dea71:0x6e8b81ed04be0173,Whittier Express Car Wash,+1-562-758-3456,,A,Norwalk,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c259b69a07ae7b:0xf09ccea0b562b19,A.V Car Wash Inc,+1-661-538-1154,,A,Palmdale,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2f9131d2dfd41:0x70fccebb516d5363,EZ MOBILE CARWASH &DETAILING,+1-661-547-2286,,A,Palmdale,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x62cf1d4d2b39b7b:0xb84a8ce9d45751f0,Familia fresh mobile wash,+1-661-795-1008,,A,Palmdale,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2f96bb89c9039:0x47162be9d5fcadf3,Frankie's Auto detailing,+1-661-844-0072,,A,Palmdale,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2f91e3ab24e49:0x3d40f6a2e8a89a4a,Gil's mobile car wash and detailing,+1-818-209-0836,,A,Palmdale,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2570055a66d15:0xd5c5c7fab97a1690,On D Spot Mobile Detailing,+1-661-265-5851,https://www.instagram.com/ondspotmobiledetailing/profilecard/?igsh=MXFwMzlwbjVxaHp5eg==,A,Palmdale,Los Angeles,CA,third_party_only
engine-v2,car-washes,google_maps:data_id:0x80c2578e6980319d:0x52aaefef13e26b6a,Palmdale Express Car Wash,+1-661-266-1690,https://palmdalecarwash.com/,B,Palmdale,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c259d9b9e1935d:0x62393621da04b3f9,Palmdale Speedwash,+1-661-349-9958,https://www.palmdalespeedwash.com/,A,Palmdale,Los Angeles,CA,broken_or_unreachable
engine-v2,car-washes,google_maps:data_id:0x80c2f943b088f7dd:0xf662282ca4659707,Pro Wash,+1-661-526-3129,https://prowash1.com/,B,Palmdale,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c257b8d3cb0c55:0x4f2e3db66a41bc89,Royal Spa Carwash,+1-661-265-9936,https://royalspacarwash.com/,B,Palmdale,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x2fd6d38e57076d2f:0xef480a61870976c,The Classy Finish,+1-818-322-8384,https://www.theclassyfinish.com/,B,Palmdale,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c25795e8d3207d:0xdd8feefdbd4c28bd,The Wash Rak Car Wash,+1-661-947-8558,,A,Palmdale,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x4f2b7110c34b5e5f:0x46fa218dee2f3e1c,DETAILWORKZ,+1-626-437-2838,,A,Pasadena,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x426f42eb4f92ee79:0xab3158318d4fd3b0,EuroLux Mobile Detailing,+1-626-497-8297,http://euroluxmobiledetailing.com/,B,Pasadena,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c2db7b86e29c99:0xc74e1e4dd433e720,Lucky Car Wash,+1-626-796-4888,http://www.luckycarwash.com/,B,Pasadena,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x4646e299fcdae5ef:0xf5dafbf52f6c70f4,Umile - Mobile Car Wash,+1-626-264-0306,,A,Pasadena,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c333a527c7c3ff:0xee42acb093f36981,A’s Bros,+1-909-407-6271,,A,Pomona,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x2ba314e85ef60d77:0xd42abd944defdcf6,Details First Mobile Detailing,+1-626-893-2363,http://www.detailsfirst.shop/,B,Pomona,San Bernardino,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c33398d6800387:0x3bb73877945c361b,El Chavalon Hand Car Wash,+1-323-202-6441,,A,Pomona,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c32fcc8982f02f:0x56b3f0bc1d99cf62,Falcon St. Car Wash,+1-909-978-7634,,A,Pomona,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c32fccee1ee867:0x9307d7f261e27ac8,Island Car Wash,+1-909-593-2104,https://www.islandcarwashpomona.com/,A,Pomona,Los Angeles,CA,broken_or_unreachable
engine-v2,car-washes,google_maps:data_id:0x80c332100eab5cdd:0xeb99b1df737f19cd,Los Chavalones Car Wash & Detail,+1-747-295-4878,,A,Pomona,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x4cc973bf98f0e26f:0xdc9e0e4e17a7886c,Mrm Mobile Detail LLC,+1-805-815-5031,,A,Pomona,Orange,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c32d46180380d3:0xde016981e28b2202,NXT LVL DETAILING,+1-909-319-0222,,A,Pomona,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c331123bdd2979:0x61c8902556341a1f,Speedy Clean Express Car Wash,+1-909-447-2005,http://speedycleanexpress.com/,B,Pomona,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c32e2a48b94ccb:0x16e65df68e6d818,Village Car Wash,+1-909-621-2318,,A,Pomona,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x465861b97c0c3395:0xa80c9b65be851c9d,West Coast luxury Mobile Detail services,+1-626-290-3648,,A,Pomona,Fresno,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c27df6e51bbc5b:0xeb8057dd90968059,BLISS Car Wash - Santa Clarita,+1-800-697-7459,https://blisscarwash.com/,B,Santa Clarita,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c2870fae974097:0x944caccd4ad027e9,Dapper Dan's Car Wash,+1-888-244-1606,http://www.dapperdanscarwash.com/,B,Santa Clarita,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c286cf38fcd4e5:0xba3010b609488ddc,New Stevenson Ranch Car Wash,+1-661-260-3002,http://stevensonranchcarwash.com/,B,Santa Clarita,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c288ec8b5ba7e3:0xd8bfba0043c7c6a5,Sierra Hwy Express Car Wash,+1-661-977-1505,https://sierrahwyexpresscarwash.com/,B,Santa Clarita,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c287a429b4fef5:0xb764f435c6431e44,StyleLux,+1-818-306-8667,,A,Santa Clarita,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c27d447da7b239:0xff44755ed11eaa1c,ap.autodetailing,+1-661-476-8374,http://apautodetailin.com/,A,Santa Clarita,Los Angeles,CA,broken_or_unreachable
engine-v2,car-washes,google_maps:data_id:0x80c2bb763abc244f:0x4f5fb681146fb595,BLUE SPLASH CAR WASH,+1-323-635-9911,,A,Santa Monica,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2ba92da878525:0xcdf0d8911304443c,Beach Cities Car Wash,+1-310-822-9274,http://beachcitieswash.com/,B,Santa Monica,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c2bbf1758463a9:0x473dbb1bce4de098,Ben’s auto detail,+1-424-204-2695,,A,Santa Monica,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2bb9cd9d2518f:0x777c3f712d7e91de,Bluewave Car Wash,+1-310-474-6551,https://bluewaveexpress.com/,B,Santa Monica,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x23b857c22ab12975:0xf3f2f481e8ff6f22,Coast detailing,+1-646-592-5757,,A,Santa Monica,Kings,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2978603c98553:0x2cbc6d85e9d2b09c,Dedicated Detailing mobile Car Wash Service,+1-818-652-4620,https://linktr.ee/Dedicated_Detailing22,A,Santa Monica,Los Angeles,CA,third_party_only
engine-v2,car-washes,google_maps:data_id:0x80c2bb8ac6dc6ca9:0x3502cb76de01e467,Felipe’s Car Wash,+1-323-351-0550,,A,Santa Monica,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2a53764d5f7dd:0xdf0446226db30ec1,Jackob NG detailing,+1-805-366-2248,https://www.instagram.com/jackob_ng_carwash?igsh=OGQ5ZDc2ODk2ZA==&utm_source=qr,A,Santa Monica,Los Angeles,CA,third_party_only
engine-v2,car-washes,google_maps:data_id:0x80c2badb0d1a8755:0xc7ff554f83956228,Magic Wand Car Wash,+1-310-745-7134,,A,Santa Monica,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2bb3872cb0bfb:0x4901b18f6a54a27d,Oasis Carwash (Underground @ Colorado Center),+1-310-828-4181,,A,Santa Monica,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2bdff42f4ef1f:0xd81179b66f09f298,VIP Mobile Car Wash and Detailing,+1-747-257-4268,,A,Santa Monica,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2c9b5ddc819bb:0x876ded88abce7edd,CRAZY DETAILING,+1-323-649-0136,,A,South Gate,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2c960aaafc7a3:0x1ba3f0f847e13435,Danny's Mobile Detailing,+1-323-499-0373,https://www.instagram.com/dann.y_details?igsh=MWQ1ZGUxMzBkMA==,A,South Gate,Los Angeles,CA,third_party_only
engine-v2,car-washes,google_maps:data_id:0x80c2d53bbb1cf8f7:0x9bf4da962bda1642,E.M.M Mobile Car Wash And Detail,+1-951-777-0195,,A,South Gate,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2c9eeceb2ac09:0x6a6f0311517ba526,EjMobileDetailing,+1-323-891-6070,,A,South Gate,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0xb274dcb1da2dca1:0x7346065ebd18e66b,Fernandez Mobile Detailing,+1-323-239-6242,https://www.fernandezmobiledetailing.com/,B,South Gate,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c2c956f9b58123:0xc721f65babdc96c1,Firestone Handwash,+1-323-563-7203,,A,South Gate,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x60496e979fca48f3:0xbeb7ddf3d614ad7f,Flavors of Victory premium Detailing,+1-323-636-4894,,A,South Gate,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x63e81b7526feb9a5:0x1a27eb2599fd81e7,METRO MOBILE WASH,+1-626-782-3732,,A,South Gate,Kings,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2cba1752105e5:0x5a785ae75f0ae22e,Mobile Car Wash & Detailing LA,+1-310-925-4586,,A,South Gate,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2c9a85aa5cfdb:0x1c3f74889ad371fb,Sanchez auto detailing,+1-323-893-1265,,A,South Gate,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2b4f797633feb:0x9efc91732f84bf8a,Excellent car wash,+1-310-371-8282,,A,Torrance,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2b4b0b49c8485:0xb4b60ad6566ec50a,Green Clean Car Wash,+1-310-626-5229,,A,Torrance,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2b556c41d3e91:0xf7d4da77a1a37dfc,Green Street Developments,+1-310-533-3878,http://www.greenstreetdevelopments.com/#!contact/cn3p,B,Torrance,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80dd4bc0a4fa60e1:0x8452243d66190ecd,Highridge CAR WASH,+1-310-541-7663,http://www.highridgecarwash.com/,B,Torrance,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80dd4a7ae0481c6f:0x868e92243fa5c5a2,In & Out Car Wash,+1-310-539-1682,,A,Torrance,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x45cd9ae2410bb7ab:0x3f21440cb4a47d05,RPV Mobile Detailing,+1-310-590-5507,https://rpvdetailing.square.site/,A,Torrance,Los Angeles,CA,third_party_only
engine-v2,car-washes,google_maps:data_id:0x80c2b47d595f342d:0x8d1fc8105048c29,Self Service Car Wash,+1-310-376-1396,,A,Torrance,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2b5a08c3192e9:0x3b032b315832213b,The Bubble Community Car Wash,+1-833-525-6980,http://thebubblecarwash.com/,B,Torrance,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80dd4aad15f3f12b:0xc5828acba18ba93b,Tunnel Master Express Car Wash,+1-310-782-0330,,A,Torrance,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c32a2437f2f8af:0x8fcc03cf94d2ad8b,Alamo Hand Car Wash,+1-626-965-7922,http://alamocarwash.org/,B,West Covina,Los Angeles,CA,functional_with_objective_deficiency
engine-v2,car-washes,google_maps:data_id:0x80c3284e2c9dac89:0xdf5652f56c92ff97,Citrus Car Wash,+1-626-331-6301,,A,West Covina,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0xa14a03b77819857d:0xcba0a7bc141c1829,Covina Mobile Wash,+1-626-703-3126,,A,West Covina,Los Angeles,CA,no_website_link_listed
engine-v2,car-washes,google_maps:data_id:0x80c2d5005d137105:0x11af9500cff9001a,El Jefe RG Mobile Car Wash 24/7,+1-626-641-3877,https://www.instagram.com/el_jefe_mobil_carwash?igsh=MzRlODBiNWFlZA==,A,West Covina,Los Angeles,CA,third_party_only
